NP_250241.1	PF05751	FAMILY
NP_250539.1	PF07690	FAMILY
NP_250539.1	PTHR23534	NULL_TYPE
NP_250539.1	SSF103473	HOMOLOGOUS_SUPERFAMILY
NP_252842.1	PF00107	DOMAIN
NP_252842.1	PF13823	DOMAIN
NP_252842.1	PF08240	DOMAIN
NP_252842.1	PTHR43161	NULL_TYPE
NP_252842.1	cd08233	NULL_TYPE
NP_252842.1	SSF50129	HOMOLOGOUS_SUPERFAMILY
NP_252842.1	SSF51735	HOMOLOGOUS_SUPERFAMILY
NP_250339.1	PF16884	DOMAIN
NP_250339.1	PF00107	DOMAIN
NP_250339.1	G3DSA:3.40.50.720:FF:000121	NULL_TYPE
NP_250339.1	PTHR43205	FAMILY
NP_250339.1	cd05288	NULL_TYPE
NP_250339.1	SSF51735	HOMOLOGOUS_SUPERFAMILY
NP_250339.1	SSF50129	HOMOLOGOUS_SUPERFAMILY
NP_249119.1	G3DSA:3.40.50.300:FF:000108	NULL_TYPE
NP_249119.1	PF00270	DOMAIN
NP_249119.1	G3DSA:3.40.50.300:FF:000468	NULL_TYPE
NP_249119.1	PF00271	DOMAIN
NP_249119.1	PTHR47959	NULL_TYPE
NP_249119.1	cd18787	NULL_TYPE
NP_249119.1	cd00268	NULL_TYPE
NP_249119.1	SSF52540	HOMOLOGOUS_SUPERFAMILY
NP_249119.1	SSF52540	HOMOLOGOUS_SUPERFAMILY
NP_251817.1	PF00903	DOMAIN
NP_251817.1	PF00583	DOMAIN
NP_251817.1	PTHR43877	NULL_TYPE
NP_251817.1	cd04301	NULL_TYPE
NP_251817.1	cd08349	FAMILY
NP_251817.1	SSF55729	HOMOLOGOUS_SUPERFAMILY
NP_251817.1	SSF54593	HOMOLOGOUS_SUPERFAMILY
NP_254235.1	PF07690	FAMILY
NP_254235.1	PTHR43124	NULL_TYPE
NP_254235.1	SSF103473	HOMOLOGOUS_SUPERFAMILY
NP_251981.1	PF11745	FAMILY
NP_253829.1	G3DSA:3.40.50.880:FF:000023	NULL_TYPE
NP_253829.1	PF00117	DOMAIN
NP_253829.1	PTHR42701	FAMILY
NP_253829.1	cd01748	FAMILY
NP_253829.1	SSF52317	HOMOLOGOUS_SUPERFAMILY
NP_250628.1	PF13276	DOMAIN
NP_250628.1	PF00665	DOMAIN
NP_250628.1	PTHR46889	NULL_TYPE
NP_250628.1	SSF53098	HOMOLOGOUS_SUPERFAMILY
NP_250301.1	PF07977	FAMILY
NP_250301.1	G3DSA:3.10.129.10:FF:000003	NULL_TYPE
NP_250301.1	PTHR30272	FAMILY
NP_250301.1	cd01287	FAMILY
NP_250301.1	SSF54637	HOMOLOGOUS_SUPERFAMILY
NP_252393.1	PF00072	DOMAIN
NP_252393.1	PF01627	DOMAIN
NP_252393.1	G3DSA:3.30.565.10:FF:000016	NULL_TYPE
NP_252393.1	PF02518	DOMAIN
NP_252393.1	PF01584	DOMAIN
NP_252393.1	PTHR43395	NULL_TYPE
NP_252393.1	cd00088	DOMAIN
NP_252393.1	cd16916	NULL_TYPE
NP_252393.1	cd19924	NULL_TYPE
NP_252393.1	SSF50341	HOMOLOGOUS_SUPERFAMILY
NP_252393.1	SSF55874	HOMOLOGOUS_SUPERFAMILY
NP_252393.1	SSF47226	HOMOLOGOUS_SUPERFAMILY
NP_252393.1	SSF52172	HOMOLOGOUS_SUPERFAMILY
NP_249189.1	PF00419	DOMAIN
NP_249189.1	SSF49401	HOMOLOGOUS_SUPERFAMILY
NP_249725.1	PF02810	CONSERVED_SITE
NP_249725.1	SSF103642	NULL_TYPE
NP_253267.1	PF01258	DOMAIN
NP_253267.1	PTHR33823	NULL_TYPE
NP_253267.1	SSF57716	NULL_TYPE
NP_248757.1	G3DSA:3.40.390.10:FF:000009	NULL_TYPE
NP_248757.1	PF01432	DOMAIN
NP_248757.1	G3DSA:1.20.1050.40:FF:000002	NULL_TYPE
NP_248757.1	PF19310	DOMAIN
NP_248757.1	PTHR43660	FAMILY
NP_248757.1	cd06456	FAMILY
NP_248757.1	SSF55486	NULL_TYPE
NP_249001.1	PF13640	DOMAIN
NP_249001.1	PTHR12907	NULL_TYPE
NP_251301.1	PF13241	NULL_TYPE
NP_251301.1	G3DSA:3.30.950.10:FF:000001	NULL_TYPE
NP_251301.1	G3DSA:3.40.1010.10:FF:000001	NULL_TYPE
NP_251301.1	PF00590	DOMAIN
NP_251301.1	PF14824	DOMAIN
NP_251301.1	PF10414	DOMAIN
NP_251301.1	G3DSA:3.30.160.110:FF:000001	NULL_TYPE
NP_251301.1	PTHR45790	NULL_TYPE
NP_251301.1	cd11642	DOMAIN
NP_251301.1	SSF51735	HOMOLOGOUS_SUPERFAMILY
NP_251301.1	SSF75615	NULL_TYPE
NP_251301.1	SSF53790	HOMOLOGOUS_SUPERFAMILY
NP_252504.1	G3DSA:1.10.10.10:FF:000026	NULL_TYPE
NP_252504.1	PF02082	FAMILY
NP_252504.1	PTHR33221	FAMILY
NP_252504.1	SSF46785	HOMOLOGOUS_SUPERFAMILY
NP_251999.1	PF00582	DOMAIN
NP_251999.1	PTHR46268	NULL_TYPE
NP_251999.1	cd00293	NULL_TYPE
NP_251999.1	SSF52402	NULL_TYPE
NP_252379.1	PF13411	DOMAIN
NP_252379.1	PTHR30204	FAMILY
NP_252379.1	cd04784	FAMILY
NP_252379.1	SSF46955	HOMOLOGOUS_SUPERFAMILY
NP_253410.1	PF00155	DOMAIN
NP_253410.1	PTHR46383	NULL_TYPE
NP_253410.1	cd00609	NULL_TYPE
NP_253410.1	SSF53383	HOMOLOGOUS_SUPERFAMILY
NP_252929.1	G3DSA:1.10.1050.10:FF:000001	NULL_TYPE
NP_252929.1	G3DSA:3.10.290.10:FF:000001	NULL_TYPE
NP_252929.1	PF00163	DOMAIN
NP_252929.1	PF01479	DOMAIN
NP_252929.1	PTHR11831	FAMILY
NP_252929.1	cd00165	NULL_TYPE
NP_252929.1	SSF55174	NULL_TYPE
NP_250403.1	PF09619	FAMILY
NP_248860.1	PF09345	DOMAIN
NP_248719.1	PF13466	DOMAIN
NP_248719.1	PF00916	DOMAIN
NP_248719.1	PTHR11814	FAMILY
NP_248719.1	cd07042	NULL_TYPE
NP_248719.1	SSF52091	HOMOLOGOUS_SUPERFAMILY
NP_252264.1	PF00440	DOMAIN
NP_252264.1	PF08361	DOMAIN
NP_252264.1	G3DSA:1.10.357.10:FF:000003	NULL_TYPE
NP_252264.1	G3DSA:1.10.10.60:FF:000141	NULL_TYPE
NP_252264.1	PTHR30055	NULL_TYPE
NP_252264.1	SSF48498	HOMOLOGOUS_SUPERFAMILY
NP_252264.1	SSF46689	HOMOLOGOUS_SUPERFAMILY
NP_254155.1	PF03600	DOMAIN
NP_254048.1	G3DSA:3.30.565.10:FF:000032	NULL_TYPE
NP_254048.1	PF02518	DOMAIN
NP_254048.1	PF11808	FAMILY
NP_254048.1	G3DSA:1.10.287.130:FF:000001	NULL_TYPE
NP_254048.1	PF00512	DOMAIN
NP_254048.1	PF00989	DOMAIN
NP_254048.1	G3DSA:3.30.450.20:FF:000076	NULL_TYPE
NP_254048.1	PTHR45453	NULL_TYPE
NP_254048.1	cd00082	DOMAIN
NP_254048.1	cd16952	NULL_TYPE
NP_254048.1	cd00130	DOMAIN
NP_254048.1	SSF55785	HOMOLOGOUS_SUPERFAMILY
NP_254048.1	SSF47384	HOMOLOGOUS_SUPERFAMILY
NP_254048.1	SSF55874	HOMOLOGOUS_SUPERFAMILY
NP_253108.1	G3DSA:3.90.1310.10:FF:000003	NULL_TYPE
NP_253108.1	PF03717	DOMAIN
NP_253108.1	PF00905	DOMAIN
NP_253108.1	PTHR30627	NULL_TYPE
NP_253108.1	SSF56601	HOMOLOGOUS_SUPERFAMILY
NP_253108.1	SSF56519	HOMOLOGOUS_SUPERFAMILY
NP_249788.1	G3DSA:1.10.10.60:FF:000260	NULL_TYPE
NP_249788.1	G3DSA:3.40.50.300:FF:000006	NULL_TYPE
NP_249788.1	PF06490	DOMAIN
NP_249788.1	G3DSA:1.10.8.60:FF:000037	NULL_TYPE
NP_249788.1	PF02954	DOMAIN
NP_249788.1	PF00158	DOMAIN
NP_249788.1	PTHR32071	NULL_TYPE
NP_249788.1	cd00009	NULL_TYPE
NP_249788.1	SSF52540	HOMOLOGOUS_SUPERFAMILY
NP_249788.1	SSF46689	HOMOLOGOUS_SUPERFAMILY
NP_249788.1	SSF52172	HOMOLOGOUS_SUPERFAMILY
NP_251385.1	PF07759	FAMILY
NP_249928.1	PF13533	DOMAIN
NP_249928.1	PF13437	NULL_TYPE
NP_249928.1	PTHR30386	NULL_TYPE
NP_249928.1	SSF111369	NULL_TYPE
NP_249928.1	SSF111369	NULL_TYPE
NP_254032.1	PF17191	DOMAIN
NP_254032.1	PF00270	DOMAIN
NP_254032.1	PF00271	DOMAIN
NP_254032.1	PF19833	DOMAIN
NP_254032.1	G3DSA:3.40.50.300:FF:000391	NULL_TYPE
NP_254032.1	G3DSA:2.40.50.140:FF:000351	NULL_TYPE
NP_254032.1	PTHR47964	FAMILY
NP_254032.1	cd17992	NULL_TYPE
NP_254032.1	cd04488	NULL_TYPE
NP_254032.1	SSF52540	HOMOLOGOUS_SUPERFAMILY
NP_254032.1	SSF50249	HOMOLOGOUS_SUPERFAMILY
NP_252544.1	PF17172	DOMAIN
NP_252544.1	PF17171	DOMAIN
NP_252544.1	PTHR12289	NULL_TYPE
NP_252544.1	cd03080	NULL_TYPE
NP_252544.1	SSF52833	HOMOLOGOUS_SUPERFAMILY
NP_252544.1	SSF47616	HOMOLOGOUS_SUPERFAMILY
NP_250693.1	G3DSA:3.40.50.720:FF:000084	NULL_TYPE
NP_250693.1	PF00106	FAMILY
NP_250693.1	PTHR42879	NULL_TYPE
NP_250693.1	SSF51735	HOMOLOGOUS_SUPERFAMILY
NP_252300.1	PF13416	FAMILY
NP_252300.1	PTHR30222	NULL_TYPE
NP_252300.1	cd13590	NULL_TYPE
NP_252300.1	SSF53850	NULL_TYPE
NP_249355.1	PF04519	FAMILY
NP_249355.1	PTHR35024	FAMILY
NP_251582.1	G3DSA:3.40.50.720:FF:000301	NULL_TYPE
NP_251582.1	PF00106	FAMILY
NP_251582.1	PTHR42808	NULL_TYPE
NP_251582.1	SSF51735	HOMOLOGOUS_SUPERFAMILY
NP_252531.1	PF05932	FAMILY
NP_252531.1	cd17029	NULL_TYPE
NP_252531.1	SSF69635	NULL_TYPE
NP_253772.1	PF00126	DOMAIN
NP_253772.1	PF03466	DOMAIN
NP_253772.1	G3DSA:3.40.190.10:FF:000320	NULL_TYPE
NP_253772.1	PTHR30427	NULL_TYPE
NP_253772.1	SSF53850	NULL_TYPE
NP_253772.1	SSF46785	HOMOLOGOUS_SUPERFAMILY
NP_249927.1	PF07690	FAMILY
NP_249927.1	PTHR23501	NULL_TYPE
NP_249927.1	cd17503	NULL_TYPE
NP_249927.1	SSF103473	HOMOLOGOUS_SUPERFAMILY
NP_248879.1	PF03573	FAMILY
NP_248879.1	PTHR34596	FAMILY
NP_249665.1	PF16331	DOMAIN
NP_249665.1	PF13525	DOMAIN
NP_249665.1	SSF48452	HOMOLOGOUS_SUPERFAMILY
NP_251334.1	PF12838	DOMAIN
NP_251334.1	G3DSA:3.30.70.3270:FF:000002	NULL_TYPE
NP_251334.1	PTHR10849	FAMILY
NP_251334.1	SSF54862	NULL_TYPE
NP_249849.1	PF00512	DOMAIN
NP_249849.1	PF02518	DOMAIN
NP_249849.1	PF00672	DOMAIN
NP_249849.1	PTHR44936	NULL_TYPE
NP_249849.1	cd00082	DOMAIN
NP_249849.1	cd06225	NULL_TYPE
NP_249849.1	cd16939	NULL_TYPE
NP_249849.1	SSF158472	NULL_TYPE
NP_249849.1	SSF47384	HOMOLOGOUS_SUPERFAMILY
NP_249849.1	SSF55874	HOMOLOGOUS_SUPERFAMILY
NP_250595.1	PF02567	FAMILY
NP_250595.1	PTHR13774	FAMILY
NP_250595.1	SSF54506	NULL_TYPE
NP_251433.1	G3DSA:3.10.20.80:FF:000001	NULL_TYPE
NP_251433.1	PF00707	DOMAIN
NP_251433.1	PF05198	DOMAIN
NP_251433.1	G3DSA:3.30.110.10:FF:000001	NULL_TYPE
NP_251433.1	PTHR10938	FAMILY
NP_251433.1	SSF54364	HOMOLOGOUS_SUPERFAMILY
NP_251433.1	SSF55200	HOMOLOGOUS_SUPERFAMILY
NP_253006.1	PF08411	DOMAIN
NP_253006.1	PF00929	DOMAIN
NP_253006.1	G3DSA:3.30.1520.20:FF:000001	NULL_TYPE
NP_253006.1	G3DSA:1.20.1280.70:FF:000001	NULL_TYPE
NP_253006.1	G3DSA:3.30.420.10:FF:000033	NULL_TYPE
NP_253006.1	PTHR11046	FAMILY
NP_253006.1	cd06138	NULL_TYPE
NP_253006.1	SSF53098	HOMOLOGOUS_SUPERFAMILY
NP_251233.1	PF07244	DOMAIN
NP_251233.1	G3DSA:2.40.160.50:FF:000012	NULL_TYPE
NP_251233.1	G3DSA:3.10.20.310:FF:000017	NULL_TYPE
NP_251233.1	G3DSA:3.10.20.310:FF:000008	NULL_TYPE
NP_251233.1	G3DSA:3.10.20.310:FF:000030	NULL_TYPE
NP_251233.1	PF17243	DOMAIN
NP_251233.1	PF01103	DOMAIN
NP_251233.1	PTHR12815	FAMILY
NP_251925.1	PF04341	FAMILY
NP_251925.1	PTHR38598	NULL_TYPE
NP_252035.1	PF01627	DOMAIN
NP_252035.1	cd00088	DOMAIN
NP_252035.1	SSF47226	HOMOLOGOUS_SUPERFAMILY
NP_249797.1	PF09694	FAMILY
NP_250685.1	PF04237	FAMILY
NP_250685.1	PTHR35145	FAMILY
NP_250685.1	SSF142906	HOMOLOGOUS_SUPERFAMILY
NP_250542.1	G3DSA:3.30.70.270:FF:000001	NULL_TYPE
NP_250542.1	PF00990	DOMAIN
NP_250542.1	PTHR45138	NULL_TYPE
NP_250542.1	cd01949	DOMAIN
NP_250542.1	SSF55073	HOMOLOGOUS_SUPERFAMILY
NP_253397.1	PF05171	DOMAIN
NP_253397.1	cd16831	NULL_TYPE
NP_253397.1	cd16830	NULL_TYPE
NP_253397.1	SSF144064	NULL_TYPE
NP_253644.1	PF02666	FAMILY
NP_253644.1	PTHR10067	FAMILY
NP_254233.1	PF02353	NULL_TYPE
NP_254233.1	PTHR43667	NULL_TYPE
NP_254233.1	cd02440	NULL_TYPE
NP_254233.1	SSF53335	HOMOLOGOUS_SUPERFAMILY
NP_250212.1	G3DSA:3.20.20.140:FF:000022	NULL_TYPE
NP_250212.1	PF01979	DOMAIN
NP_250212.1	PTHR11271	NULL_TYPE
NP_250212.1	cd01303	FAMILY
NP_250212.1	SSF51556	HOMOLOGOUS_SUPERFAMILY
NP_250212.1	SSF51338	HOMOLOGOUS_SUPERFAMILY
NP_253023.1	PF05683	DOMAIN
NP_253023.1	PF05681	DOMAIN
NP_253023.1	PTHR30389	NULL_TYPE
NP_253023.1	SSF117457	HOMOLOGOUS_SUPERFAMILY
NP_250148.1	PF04344	FAMILY
NP_250148.1	PTHR43693	NULL_TYPE
NP_250148.1	SSF75708	NULL_TYPE
NP_250460.1	PF03618	FAMILY
NP_250460.1	PTHR31756	FAMILY
NP_253682.1	PF02770	DOMAIN
NP_253682.1	PF02771	DOMAIN
NP_253682.1	G3DSA:1.20.140.10:FF:000004	NULL_TYPE
NP_253682.1	PF00441	DOMAIN
NP_253682.1	PTHR43884	NULL_TYPE
NP_253682.1	SSF47203	HOMOLOGOUS_SUPERFAMILY
NP_253682.1	SSF56645	HOMOLOGOUS_SUPERFAMILY
NP_250345.1	G3DSA:3.40.640.10:FF:000053	NULL_TYPE
NP_250345.1	PF00155	DOMAIN
NP_250345.1	PTHR42790	NULL_TYPE
NP_250345.1	cd00609	NULL_TYPE
NP_250345.1	SSF53383	HOMOLOGOUS_SUPERFAMILY
NP_252454.1	PF09998	FAMILY
NP_252475.1	PF11162	FAMILY
NP_248831.1	PF03976	DOMAIN
NP_248831.1	PTHR34383	NULL_TYPE
NP_248831.1	SSF52540	HOMOLOGOUS_SUPERFAMILY
NP_248924.1	PF03466	DOMAIN
NP_248924.1	PF00126	DOMAIN
NP_248924.1	PTHR30419	NULL_TYPE
NP_248924.1	SSF46785	HOMOLOGOUS_SUPERFAMILY
NP_248924.1	SSF53850	NULL_TYPE
NP_253632.1	G3DSA:1.10.20.140:FF:000001	NULL_TYPE
NP_253632.1	PF01715	NULL_TYPE
NP_253632.1	PTHR11088	FAMILY
NP_253632.1	SSF52540	HOMOLOGOUS_SUPERFAMILY
NP_251213.1	PF00072	DOMAIN
NP_251213.1	PF00486	DOMAIN
NP_251213.1	G3DSA:3.40.50.2300:FF:000001	NULL_TYPE
NP_251213.1	G3DSA:1.10.10.10:FF:000005	NULL_TYPE
NP_251213.1	PTHR48111	FAMILY
NP_251213.1	cd00383	DOMAIN
NP_251213.1	cd19935	NULL_TYPE
NP_251213.1	SSF52172	HOMOLOGOUS_SUPERFAMILY
NP_251213.1	SSF46894	HOMOLOGOUS_SUPERFAMILY
NP_251055.1	PF05591	FAMILY
NP_251055.1	PTHR35850	FAMILY
NP_250721.1	PF06568	FAMILY
NP_248976.1	PF00989	DOMAIN
NP_248976.1	PF08447	DOMAIN
NP_248976.1	PF00990	DOMAIN
NP_248976.1	G3DSA:3.30.70.270:FF:000001	NULL_TYPE
NP_248976.1	PF00563	DOMAIN
NP_248976.1	G3DSA:3.20.20.450:FF:000001	NULL_TYPE
NP_248976.1	PTHR44757	NULL_TYPE
NP_248976.1	cd01949	DOMAIN
NP_248976.1	cd00130	DOMAIN
NP_248976.1	cd00130	DOMAIN
NP_248976.1	cd01948	DOMAIN
NP_248976.1	SSF55785	HOMOLOGOUS_SUPERFAMILY
NP_248976.1	SSF55073	HOMOLOGOUS_SUPERFAMILY
NP_248976.1	SSF141868	HOMOLOGOUS_SUPERFAMILY
NP_248976.1	SSF55785	HOMOLOGOUS_SUPERFAMILY
NP_250860.1	PF13396	DOMAIN
NP_252139.1	PF09084	DOMAIN
NP_252139.1	G3DSA:3.40.190.10:FF:000050	NULL_TYPE
NP_252139.1	PTHR30024	NULL_TYPE
NP_252139.1	cd13556	NULL_TYPE
NP_252139.1	SSF53850	NULL_TYPE
NP_250433.1	PF00117	DOMAIN
NP_250433.1	PTHR42695	FAMILY
NP_250433.1	cd01741	FAMILY
NP_250433.1	SSF52317	HOMOLOGOUS_SUPERFAMILY
NP_253238.1	PF01266	DOMAIN
NP_253238.1	PTHR13847	NULL_TYPE
NP_253238.1	SSF51905	HOMOLOGOUS_SUPERFAMILY
NP_253238.1	SSF54373	NULL_TYPE
NP_249576.1	PF04290	FAMILY
NP_249576.1	PTHR35011	FAMILY
NP_252791.1	PF00672	DOMAIN
NP_252791.1	G3DSA:3.30.565.10:FF:000253	NULL_TYPE
NP_252791.1	PF02518	DOMAIN
NP_252791.1	PTHR44936	NULL_TYPE
NP_252791.1	cd00082	DOMAIN
NP_252791.1	SSF55874	HOMOLOGOUS_SUPERFAMILY
NP_252791.1	SSF47384	HOMOLOGOUS_SUPERFAMILY
NP_249815.1	PF01966	DOMAIN
NP_249815.1	G3DSA:1.10.3210.10:FF:000010	NULL_TYPE
NP_249815.1	PTHR11373	NULL_TYPE
NP_249815.1	cd00077	DOMAIN
NP_249815.1	SSF109604	NULL_TYPE
NP_251956.1	G3DSA:2.40.50.140:FF:000006	NULL_TYPE
NP_251956.1	PF00313	DOMAIN
NP_251956.1	PTHR11544	NULL_TYPE
NP_251956.1	cd04458	DOMAIN
NP_251956.1	SSF50249	HOMOLOGOUS_SUPERFAMILY
NP_252182.1	PF03116	FAMILY
NP_252182.1	PTHR30578	FAMILY
NP_250260.1	PF07690	FAMILY
NP_250260.1	PTHR43184	NULL_TYPE
NP_250260.1	SSF103473	HOMOLOGOUS_SUPERFAMILY
NP_253428.1	G3DSA:3.30.1370.10:FF:000001	NULL_TYPE
NP_253428.1	PF00013	DOMAIN
NP_253428.1	PF03726	DOMAIN
NP_253428.1	G3DSA:3.30.230.70:FF:000002	NULL_TYPE
NP_253428.1	PF03725	DOMAIN
NP_253428.1	G3DSA:2.40.50.140:FF:000023	NULL_TYPE
NP_253428.1	PF01138	DOMAIN
NP_253428.1	G3DSA:3.30.230.70:FF:000001	NULL_TYPE
NP_253428.1	PF00575	DOMAIN
NP_253428.1	PTHR11252	FAMILY
NP_253428.1	cd02393	NULL_TYPE
NP_253428.1	cd11363	NULL_TYPE
NP_253428.1	cd04472	NULL_TYPE
NP_253428.1	cd11364	NULL_TYPE
NP_253428.1	SSF50249	HOMOLOGOUS_SUPERFAMILY
NP_253428.1	SSF54791	HOMOLOGOUS_SUPERFAMILY
NP_253428.1	SSF54211	HOMOLOGOUS_SUPERFAMILY
NP_253428.1	SSF55666	HOMOLOGOUS_SUPERFAMILY
NP_253428.1	SSF55666	HOMOLOGOUS_SUPERFAMILY
NP_253428.1	SSF54211	HOMOLOGOUS_SUPERFAMILY
NP_249340.1	G3DSA:3.40.50.880:FF:000003	NULL_TYPE
NP_249340.1	PF00117	DOMAIN
NP_249340.1	PTHR43418	NULL_TYPE
NP_249340.1	cd01743	DOMAIN
NP_249340.1	SSF52317	HOMOLOGOUS_SUPERFAMILY
NP_253011.1	PF14258	DOMAIN
NP_253454.1	PF03658	FAMILY
NP_253454.1	PTHR37483	FAMILY
NP_253454.1	SSF54285	HOMOLOGOUS_SUPERFAMILY
NP_250616.1	PF18381	DOMAIN
NP_250616.1	PF02624	DOMAIN
NP_250616.1	PTHR39624	NULL_TYPE
NP_252113.1	PF12680	DOMAIN
NP_252113.1	PF12833	DOMAIN
NP_252113.1	PTHR43280	NULL_TYPE
NP_252113.1	SSF46689	HOMOLOGOUS_SUPERFAMILY
NP_252113.1	SSF54427	HOMOLOGOUS_SUPERFAMILY
NP_248941.1	PF00571	DOMAIN
NP_248941.1	PTHR43080	NULL_TYPE
NP_248941.1	cd04623	DOMAIN
NP_248941.1	SSF54631	HOMOLOGOUS_SUPERFAMILY
NP_249597.1	PF00717	DOMAIN
NP_249597.1	PF01381	DOMAIN
NP_249597.1	G3DSA:2.10.109.10:FF:000016	NULL_TYPE
